URL,company_name,headquarters,industry,total_rating,highest_score_name,highest_score_point,course_name,duration,start_date,entry_deadline,catch_phrase
/2026/company/r505110024/internship/,株式会社プリントパック,京都,印刷関連／機械／広告／出版／インターネット関連,4.73,業界の理解,4.71,■プリントパックがまるっとわかる｜1day仕事体験,1日,10/26(WEB),10月25日,■成長を続けるプリントパックがまるっと分かる｜1day仕事体験
/2026/company/r108010082/internship/,株式会社ベネッセスタイルケア,東京,福祉・介護／教育関連／人材サービス（人材紹介・人材派遣）／ホテル／食品,4.82,事業内容の理解,4.58,【関東：先着順・選考なし】サクッと参加★先輩座談会,1日,10月随時(東京)、10月随時(WEB),10月22日,【web/対面】各エリアで「1・2・5days」イベント開催★先着順・選考なし
/2026/company/r713400078/internship/,セキスイハイム東海株式会社,静岡,住宅／建設／建材・エクステリア／不動産／建設コンサルタント,4.72,人事とのやりとり,4.79,【秋冬開催】住宅業界が知れる2days仕事体験,2、3日程度,10/20、11/4(静岡),10月21日,住宅メーカーが開催するNo.1のオープン・カンパニー＆キャリア教育等！
/2026/company/r946300084/internship/,小松ウオール工業株式会社,石川,建材・エクステリア／その他製造／建設／文具・事務機器・インテリア／建築設計,4.47,社員からのアドバイス,4.67,空間デザインのプロへ！間仕切り業界の『営業職』,1日,10/23(茨城)、10/23(栃木)、10/23(群馬)、10/23(埼玉)、10/23(千葉)、10/23(東京)、10/23(神奈川)、10/23(愛知)、10/23(大阪)、10/23(WEB),10月18日,国内トップクラスの間仕切メーカーの仕事を知る！秋の仕事体験
/2026/company/r173542083/internship/,株式会社JERA,東京,電力・電気／ガス／エネルギー,4.68,業界の理解,4.64,JERA LIVE SEMINAR,1日,10月随時(WEB),10月21日,JERA BUSINESS WORK
/2026/company/r400092011/internship/,日本マクドナルド株式会社,東京,外食・レストラン・フードサービス,N/A,N/A,N/A,90分でお届け☆McDonald`s Business Forum,1日,10月随時(WEB),10月23日,予約スタート！McDonald's Business Forum
/2026/company/r569400047/internship/,株式会社LIXIL,東京,建材・エクステリア／金属製品／設備・設備工事関連／住宅／ガラス・セラミックス,N/A,N/A,N/A,【1dayイベント】障がいのある方対象,1日,10/23(WEB),10月21日,毎日10億人以上の人びとの暮らしを支えるLIXILの仕事を体感しよう！
/2026/company/r298700022/internship/,株式会社一条工務店,東京、静岡,不動産／建設／建材・エクステリア／住宅／建築設計,4.83,業界の理解,4.78,【秋】就活準備＆営業実践コース（全学部対象）,2、3日程度,12月随時、1月随時(東京)、1月随時(愛知)、12月随時、1月随時(大阪)、1月随時(福岡)、11月随時(WEB),10月20日,「お客様の夢を叶える仕事がここにある。」
/2026/company/r848700015/internship/,株式会社ソフトクリエイトホールディングス,東京,ソフトウェア／情報処理／インターネット関連／広告／商社（総合）,4.82,業界の理解,4.63,ECシステム開発＆生成AI開発を体験！1Day仕事体験,1日,10月随時、11月随時、12月随時、1月随時(東京),10月22日,【選考なし/報酬あり】　営業＆企画プレゼン体験/ECシステム＆AI開発体験！
/2026/company/r983010015/internship/,ディップ株式会社,東京,広告／インターネット関連／人材サービス（人材紹介・人材派遣）／その他商社／コンサルタント・専門コンサルタント,1.85,事業内容の理解,4.15,【オープンカンパニー】,1日,10月随時、11月随時、1月随時、2月随時、3月随時(WEB),10月21日,【オープンカンパニー】人材業界を革新するメガベンチャー | ディップ 会社説明会
/2026/company/r511800018/internship/,株式会社大塚商会,東京,情報処理／ソフトウェア／商社（事務機器・ＯＡ関連）／商社（総合）／インターネット関連,4.86,社員からのアドバイス,4.69,カスタマーエンジニア1day仕事理解,1日,11/12(東京)、11/13(大阪),10月18日,満足度96％！大塚商会で本気の仕事体験！【プライム市場】
/2026/company/r316300035/internship/,三菱ＵＦＪモルガン・スタンレー証券株式会社,東京,証券,N/A,N/A,N/A,投資銀行部門,2、3日程度,12/10(東京),10月20日,三菱UFJモルガン・スタンレー証券　オープン・カンパニー
/2026/company/r782700007/internship/,みずほ証券株式会社,東京,証券,N/A,N/A,N/A,みずほ証券 Winter 3days Workshop　【企業理解編】,2、3日程度,11月下旬(東京)、12月中旬(大阪),10月21日,みずほ証券 Winter 3days Workshop　【企業理解編】
/2026/company/r132800050/internship/,ルートインジャパン株式会社,東京、長野,ホテル／外食・レストラン・フードサービス／ブライダル・冠婚葬祭／建築設計／旅行,4.80,業界の理解,4.71,■ ホテル業界Seminar 仕事体験 コース,1日,12/10、1月上旬(WEB),10月20日,ROUTE INN Original ：オープン・カンパニー＆キャリア教育等
/2026/company/r143120031/internship/,日本トーター株式会社,東京,情報処理／スポーツ・フィットネス・ヘルス関連施設／コンサルタント・専門コンサルタント／レジャー・アミューズメント・パチンコ／商社（機械）,N/A,N/A,N/A,公営競技場オープン・カンパニー（夏開催近畿・四国）,1日,10/18(大阪),10月17日,【交通費2万円まで支給】就活に役立つ！【業界・企業研究】オープン・カンパニー
/2026/company/r932300011/internship/,株式会社コスモスイニシア,東京,不動産／住宅／建築設計／コンサルタント・専門コンサルタント／建設,N/A,N/A,N/A,課題解決型プログラム,2、3日程度,2月中旬、3月上旬(東京),1月25日,課題解決型プログラム（オープン・カンパニー＆キャリア教育等）
/2026/company/r527092093/internship/,株式会社すき家,東京,外食・レストラン・フードサービス／食品／その他サービス／商社（食料品）,N/A,N/A,N/A,企業で働くってどういうこと？～業界研究×企業理解～,1日,10月随時、11月随時、12月随時、1月随時(WEB),1月31日,「企業で働く」とはどういうことなのか？が分かる新プログラムがスタート！
/2026/company/r183800043/internship/,プライムデリカ株式会社,神奈川,食品／コンビニエンスストア／その他専門店・小売／商社（食料品）／外食・レストラン・フードサービス,4.36,業界の理解,4.60,社員とじっくり話せる座談会,1日,10月随時(WEB),10月31日,【食品】ヒット商品を生み出すオープン・カンパニー【WEB/対面開催】
/2026/company/r222110044/internship/,株式会社イメージ,東京,ソフトウェア／情報処理,4.41,人事とのやりとり,4.41,WEB★60分でわかる★イメージ会社説明会,1日,10/23、10月随時、11/27、11月随時(WEB),11月30日,【SEの仕事スタイルを体験】ゲームで「要件定義」「テスト」工程疑似体験！
/2026/company/r719400075/internship/,アイエックス・ナレッジ株式会社,東京,情報処理／ソフトウェア／インターネット関連／コンサルタント・専門コンサルタント／その他サービス,N/A,N/A,N/A,システムエンジニア体験ワーク,1日,10月随時、11月随時、12月随時、1月随時(東京),12月30日,ワーク、先輩とも会える、ぎゅっとした1日を過ごしませんか？
/2026/company/r946700008/internship/,株式会社藤田建装,東京,建設／建築設計／建設コンサルタント／文具・事務機器・インテリア／建材・エクステリア,4.60,人事とのやりとり,4.73,【人・福利厚生編】当社をショート動画でライトに知る,1日,10月随時、11月随時、12月随時、1月随時(WEB),12月25日,【建築系】店舗内装を学ぶ仕事体験！選べるコース～施工監理・積算・設計～
/2026/company/r995900067/internship/,医療法人社団　桐和会,東京,医療関連・医療機関／福祉・介護／教育関連／外食・レストラン・フードサービス,4.86,業界の理解,4.88,【WEB開催】医療福祉業界丸わかりセミナー,1日,10/24、11/8、11/21、11月随時、12月随時、1月随時、2月随時(WEB),10月24日,★先着順 ・ 選考なし★医療福祉業界を身近にする仕事体験
/2026/company/r590800021/internship/,株式会社小泉,東京,商社（総合）／商社（建材・エクステリア）／その他商社／商社（インテリア）／その他専門店・小売,4.93,職場雰囲気の理解,4.89,ステップ1　仕事体験事前WEB説明会,1日,10月随時(WEB),10月30日,“全国シェアNo.1”を見据える住まいの総合商社の仕事体験
/2026/company/r741130067/internship/,東京エレクトロングループ,東京,機械／半導体・電子部品・その他,N/A,N/A,N/A,AI道場,2週間程度,12月中旬(北海道),10月30日,最先端の技術と確かなサービスで、夢のある社会の発展に貢献します。
/2026/company/r128200099/internship/,株式会社エディオン,大阪、広島,専門店（家電・事務機器・カメラ）／専門店（複合）／陸運（貨物）／建築設計／インターネット関連,4.63,人事とのやりとり,4.67,１Day★シゴト体感セミナー,1日,1月上旬(神奈川)、1月上旬(愛知)、1月随時(大阪)、1月上旬(広島)、1月上旬(福岡),1月28日,【シゴト体感】エディオン流の接客を体感！
/2026/company/r131010048/internship/,株式会社ニーズウェル,東京,情報処理／インターネット関連／ソフトウェア／コンサルタント・専門コンサルタント,4.65,業界の理解,4.64,1day開催＿IT業界の仕組みを体験！＜文理不問＞,1日,10月随時、11月随時、12月随時、1月随時(WEB),12月31日,IT業界の入門編から体験型まで2つのコースをご用意！知識がなくても問題なし！
/2026/company/r382800078/internship/,アルティウスリンク株式会社,東京,コンサルタント・専門コンサルタント／各種ビジネスサービス／人材サービス（人材紹介・人材派遣）／通信／商社（総合）,4.62,業界の理解,4.68,【先着順・選考なし】WEB/5h CXグランドデザイン体験,1日,11月随時(WEB),10月31日,【先着順】多様な業界をクライアントにコンサル・マーケティング・DXに関われる！
/2026/company/r627800076/internship/,パーソルビジネスプロセスデザイン株式会社,東京,情報処理／ソフトウェア／インターネット関連／コンサルタント・専門コンサルタント／人材サービス（人材紹介・人材派遣）,4.71,人事とのやりとり,4.58,【1DAY】ITを使った課題解決を体験しよう！,1日,10月随時、11月随時(WEB),11月30日,就活準備講座から圧倒的に成長できるオープン・カンパニー＆キャリア教育等！
/2026/company/r566200036/internship/,株式会社イトーヨーカ堂,東京,スーパー・ストア／専門店（ドラッグストア・医薬品・化粧品・調剤薬局）／専門店（複合）／専門店（メガネ・コンタクト・医療関連）／その他専門店・小売,N/A,N/A,N/A,10.11月　WEB開催☆ ヨーカ堂大学～小売りの面白さ～,1日,10月随時、11月下旬(埼玉)、10月随時、11月随時(千葉)、10月随時、11月随時(東京)、10月随時、11月随時(神奈川)、10月随時、11月随時(WEB),11月30日,◆あなたの知らない小売業を学ぶ仕事体験★
/2026/company/r406700076/internship/,キヤノンＩＴソリューションズ株式会社,東京,情報処理／ソフトウェア／インターネット関連／コンサルタント・専門コンサルタント,4.49,業界の理解,4.39,【WEB】1day「体験！システム提案で課題解決」,1日,11月下旬(WEB),10月29日,特徴がわかる5daysインターンシップ、1dayオープン・カンパニー＆キャリア教育等
/2026/company/r268292020/internship/,Ｓｋｙ株式会社(営業・事務),東京、大阪,ソフトウェア／コンピュータ・通信機器・ＯＡ機器／情報処理／通信／インターネット関連,N/A,N/A,N/A,WEBブラウザゲーム＜好働力！体感ワーク＞,1日,10月随時、11月随時、12月随時、1月随時(WEB),1月31日,【10月開催】IT業界営業職への理解が深まる≪1DAYイベント≫開催中！
/2026/company/r147192008/internship/,綜合警備保障株式会社（常駐警備員）,東京,安全・セキュリティ産業／インターネット関連／消費者金融／航空／設備・設備工事関連,N/A,N/A,N/A,コミュニケーションスキルを磨く【就活支援型】,1日,11月随時、1月随時(東京)、12月随時(大阪)、10月随時(WEB),1月24日,We need Human Power　～ALSOKは、人ならではの力を求めている～
/2026/company/r566062051/internship/,シンプレクス・ホールディングス株式会社,東京,情報処理／ソフトウェア／コンサルタント・専門コンサルタント／その他金融,N/A,N/A,N/A,【オンライン＊第２期エントリー】ＩＴ×コンサル体験,1日,10月随時(WEB),10月31日,【文理・専攻不問】IT×コンサルを理解するオープン・カンパニー＆キャリア教育等
/2026/company/r456500064/internship/,株式会社テクノプロ　テクノプロ・エンジニアリング社,東京,ソフトウェア／機械／情報処理／総合電機（電気・電子機器）／自動車,4.31,業界の理解,4.49,【WEB・対面選べる】業界体験★先着順・選考なし★,1日,1月随時(東京)、1月随時(大阪)、1月随時(WEB),12月31日,【WEB・対面開催】モノづくり業界の仕事を知ろう！エンジニアの日常もご紹介★
/2026/company/r530010060/internship/,株式会社IDOM,東京,商社（自動車・輸送機器）／専門店（自動車関連）／各種ビジネスサービス／インターネット関連／損害保険,N/A,N/A,N/A,【オンライン開催！】1day営業体験,1日,10月随時、11月随時、12月随時(東京),12月31日,【1day開催】業種/業界理解から即戦力の営業スキルを身に付ける1日！！
/2026/company/r320692042/internship/,株式会社IDOM 営業職窓口,東京,商社（自動車・輸送機器）／専門店（自動車関連）／各種ビジネスサービス／インターネット関連／損害保険,N/A,N/A,N/A,【オンライン開催！】1day営業体験,1日,10月随時、11月随時、12月随時(東京),12月31日,【1day開催】業種/業界理解から即戦力の営業スキルを身に付ける1日！！
/2026/company/r208310069/internship/,アンダーツリー株式会社,大阪、東京,レジャー・アミューズメント・パチンコ／外食・レストラン・フードサービス／その他サービス,4.65,人事とのやりとり,4.70,■職場見学・キャリア体感コース（業界＆職種研究）,1日,10月随時、11月随時、12月随時、1月随時、2月随時(東京)、10月随時、11月随時、12月随時、1月随時、2月随時(大阪),10月25日,★予約殺到中！個性あふれる人財が集い、企画したプログラムです！★
/2026/company/r413452000/internship/,プライム プラネット エナジー&ソリューションズ株式会社,兵庫、東京,自動車／輸送機器／機械／精密機器／化学,N/A,N/A,N/A,技術系 冬の1Weekインターンシップ,5日～1週間程度,2月中旬(兵庫),11月30日,【理系対象】トヨタ・パナソニックの遺伝子を継ぐ新会社でのインターンシップ！
/2026/company/r196010014/internship/,日興システムソリューションズ株式会社,神奈川,情報処理／インターネット関連／ソフトウェア／証券／都市銀行・信託銀行,4.65,業界の理解,4.65,『 ＩＴ × 証券・金融 』 業界理解プログラム,1日,10月随時、11月随時、12月随時、1月随時、2月随時(WEB),2月28日,【システム構築・設計】＆【証券・金融】を理解してみませんか
/2026/company/r642400042/internship/,住友重機械工業株式会社,東京,機械／金属製品／プラント・エンジニアリング／精密機器／半導体・電子部品・その他,N/A,N/A,N/A,オープン・カンパニー　座談会コース,1日,10月随時、11月随時、12月随時、1月随時、2月随時(WEB),1月31日,◆総合機械メーカーの「人」と「仕事」を知るオープン・カンパニー◆
/2026/company/r960571087/internship/,生活協同組合コープみらい,埼玉,生活協同組合／食品／スーパー・ストア／団体・連合会／商社（食料品）,4.77,人事とのやりとり,4.77,＜対面型＞宅配仕事体験～コミュニケーション編～,1日,10/27、2月随時(東京),1月25日,◆先着順・選考なし◆「消費者の生活を支える仕事」を知る1day＆5days
/2026/company/r333010022/internship/,NTTコムウェア株式会社,東京,情報処理／ソフトウェア／通信／インターネット関連／その他サービス,N/A,N/A,N/A,DataScience 【現場体験】,2、3日程度,12/16(東京),11月4日,【NTTコムウェア/冬季　仕事体験】実案件の追体験！（対面／オンライン）
/2026/company/r465781038/internship/,株式会社コムニック,東京,ソフトウェア／情報処理／インターネット関連／コンサルタント・専門コンサルタント,N/A,N/A,N/A,初級コース！なんちゃってプログラミング体験（半日）,1日,11/27、12/9、12/10、1/21(東京),1月16日,【文理不問】カメラ・マイクオフOKの説明会/初心者歓迎・プログラミング体験！
/2026/company/r737590059/internship/,株式会社長谷工リアルエステート,東京、大阪,不動産／住宅／建設コンサルタント／コンサルタント・専門コンサルタント,4.50,業界の理解,4.46,【WEB開催】不動産売買仲介×リノベーション事業体験,1日,10月随時、11月随時(WEB),10月31日,マンション施工実績国内NO1長谷工グループ仲介×リノベのハイブリット流通体感！
/2026/company/r427090061/internship/,株式会社OKUTA,埼玉,住宅／商社（建材・エクステリア）／建築設計／商社（インテリア）／不動産,4.58,業界の理解,4.62,ZOOM開催・人事責任者から直接話が聞ける会社説明会,1日,10/17、10/21、10/24、10/29(WEB),10月28日,LOHAS studioならではのリノベーションや家作りを体感できる仕事体験！
/2026/company/r312010035/internship/,株式会社テクノプロ　テクノプロ・IT社,東京,ソフトウェア／情報処理／インターネット関連／人材サービス（人材紹介・人材派遣）,4.48,業界の理解,4.38,【対面式】★ゲームを通じて会社・SEを知ろう！,1日,10月随時(北海道)、10月随時(宮城)、10月随時(茨城)、10月随時(東京)、10月随時(石川)、10月随時(愛知)、10月随時(大阪)、10月随時(岡山)、10月随時(広島)、10月随時(福岡),10月31日,【WEB・対面開催アリ】IT業界とエンジニアの仕事が分かるオープン・カンパニー
/2026/company/r424300091/internship/,株式会社きんでん,大阪、東京,建設／設備・設備工事関連／電力・電気／プラント・エンジニアリング／通信,4.68,社員からのアドバイス,4.94,【選考なし】（技術系向け）1day仕事体験 応用編！,1日,10月随時(埼玉)、10月随時(千葉)、10月随時(東京)、10月随時(神奈川)、10月随時(滋賀)、10月随時(京都)、10月随時(大阪)、10月随時(兵庫)、10月随時(奈良)、10月随時(WEB),10月31日,業界を牽引するきんでんの仕事を見てみよう！
/2026/company/r888200043/internship/,株式会社オービック,東京、大阪,情報処理／コンサルタント・専門コンサルタント／ソフトウェア／その他商社／通信,N/A,N/A,N/A,"【秋開催】2DAYSプログラム『""経営者""を体感せよ！』",2、3日程度,10月随時、11月随時(WEB),10月31日,"『""経営者""を体感せよ！！』"
/2026/company/r210010050/internship/,日本マスタートラスト信託銀行株式会社,東京,都市銀行・信託銀行／その他金融／情報処理／コンサルタント・専門コンサルタント／各種ビジネスサービス,N/A,N/A,N/A,1day企画体験コース,1日,11月随時(東京)、11月随時(大阪)、11月随時(WEB),11月30日,資産管理業務がわかるオープン・カンパニー＆キャリア教育等
/2026/company/r491630091/internship/,佐竹食品グループ(佐竹食品株式会社・株式会社Ｕ＆Ｓ),大阪,スーパー・ストア／その他専門店・小売／商社（食料品）,4.81,社員からのアドバイス,4.89,KAKUSHIN！日本一モチベーションが高い会社経営を体験,2、3日程度,11月随時(大阪),11月30日,こんなプログラムあり！？日本一モチベーションが高い会社が開催するビジプロ！
/2026/company/r673971055/internship/,トピー実業株式会社,東京,商社（金属）／商社（自動車・輸送機器）／商社（機械）／商社（建材・エクステリア）／商社（事務機器・ＯＡ関連）,N/A,N/A,N/A,【先着順・選考なし】商社＆トピーを学ぶWEBセミナー,1日,10月随時、11月随時、12月随時、1月随時(WEB),1月24日,【オープン・カンパニー】仕事内容や会社との相性を確認できるセミナー（60分）
/2026/company/r831310068/internship/,株式会社アーネストワン,東京,住宅／建設／不動産／建築設計／建設コンサルタント,4.60,事業内容の理解,4.62,【秋期】3D現場見学付き！建築・不動産業界理解コース,1日,10月随時、11月随時(WEB),11月20日,お友達と参加OK＃色んな業界を見たいあなた＃文理不問＃家づくり体験＃3D現場見学
/2026/company/r632722090/internship/,株式会社アスパーク　技術職,大阪,機械／総合電機（電気・電子機器）／コンサルタント・専門コンサルタント／人材サービス（人材紹介・人材派遣）／自動車,N/A,N/A,N/A,夏【技術職】1day仕事体験！妄想研究室,1日,1月随時(WEB),1月24日,【理系】★自社開発！海外進出！君のアイデアが世界を驚かせる第一歩になる★
/2026/company/r902800055/internship/,三菱ＵＦＪ不動産販売株式会社,東京,不動産／コンサルタント・専門コンサルタント,N/A,N/A,N/A,ビジネスアカデミーA【基礎コース】,1日,10月随時、11月随時、12月随時(WEB),12月13日,不動産業がわかる！オンライン1dayオープン・カンパニー開催！
/2026/company/r292230042/internship/,一般社団法人日本海事検定協会,東京,海運／その他サービス／公社・官庁／倉庫／団体・連合会,N/A,N/A,N/A,冬季：検査・検定の仕事体験コース（2.5日間）,2、3日程度,11/25、12/2(神奈川),11月1日,★貿易貨物を検査する仕事に触れてみませんか★
/2026/company/r677600064/internship/,三井不動産リアルティ株式会社,東京,不動産／コンサルタント・専門コンサルタント／住宅,4.80,社員からのアドバイス,4.78,【対面型】不動産流通業界仕事体験プログラム,1日,10月随時、11月随時、12月随時(東京)、10月随時、11月随時(愛知)、10月随時、11月随時、12月随時(大阪),10月26日,◆38年連続業界No.１◆コンサルティングを体感しよう！
/2026/company/r246700076/internship/,日本カーソリューションズ株式会社,東京、大阪,リース・レンタル／商社（自動車・輸送機器）／各種ビジネスサービス／コンサルタント・専門コンサルタント,4.76,人事とのやりとり,4.86,オートリース探究セミナー【WEB】会社説明会のご案内,1日,10月随時、12月随時、1月随時、2月随時(WEB),1月26日,「金融」×「サービス」の独特なビジネスを知ろう！！
/2026/company/r486430011/internship/,株式会社秀光ビルド,石川、京都,住宅／商社（建材・エクステリア）／建築設計／不動産／建設,4.61,業界の理解,4.63,【対面開催】企業理解を深める社員インタビュー,1日,11月随時(宮城)、11月随時(石川)、10/17(愛知)、11月随時(大阪),11月30日,企業や仕事理解のスキルを身に着け、自分に合う仕事探しの軸を見つける3コース！
/2026/company/r413552026/internship/,ジブラルタ生命保険株式会社　代理店コンサルティングコース,東京,生命保険／外資系金融,N/A,N/A,N/A,先着順・選考なし◎代理店コンサル 1day仕事体験,1日,10月下旬、11月随時、12月随時、1月随時、2月上旬、2月中旬(WEB),1月24日,【少人数制】代理店コンサルティングコース　オンライン1day仕事体験
/2026/company/r397010045/internship/,ＳＯＭＰＯケア株式会社,東京,福祉・介護／スポーツ・フィットネス・ヘルス関連施設／医療関連・医療機関／教育関連／外食・レストラン・フードサービス,4.48,業界の理解,4.56,yell　～ココロに寄り添うSOMPOケア～,1日,10月随時、11月随時、12月随時、1月随時(WEB),1月24日,10月から26卒向け新イベントがスタートします！
/2026/company/r414971009/internship/,株式会社長谷工シニアウェルデザイン,東京,福祉・介護／ホテル／スポーツ・フィットネス・ヘルス関連施設／人材サービス（人材紹介・人材派遣）／外食・レストラン・フードサービス,4.64,業界の理解,4.71,業界研究＆季節のイベントの企画体験コース,1日,1月随時(東京)、1月随時(愛知)、1月随時(大阪)、1月随時(WEB),1月31日,「歳を重ねる」ことを、誰もが楽しめる社会。　― いい人生を、今日も ―
/2026/company/r844110027/internship/,NEXUS株式会社,群馬、東京,レジャー・アミューズメント・パチンコ／スポーツ・フィットネス・ヘルス関連施設／外食・レストラン・フードサービス／その他サービス,4.68,人事とのやりとり,4.59,【フィードバックあり】接客ロープレ1day仕事体験,1日,10/19、10/23、10/28、10/29、11月随時、12月随時、1月随時(WEB),1月24日,人事担当直伝！接客のプロから学ぶオープン・カンパニー＆1day仕事体験プログラム
/2026/company/r464110006/internship/,株式会社ビーネックステクノロジーズ,東京,総合電機（電気・電子機器）／機械／半導体・電子部品・その他／化学／ソフトウェア,4.53,人事とのやりとり,4.52,文理共通★企業分析や自己PR方法が学べる就活セミナー,1日,10月随時、11月随時(WEB),11月30日,次世代のエンジニアになるための「就活セミナー」開催！
/2026/company/r768310035/internship/,Ｓｋｙ株式会社(開発・評価/検証),東京、大阪,ソフトウェア／コンピュータ・通信機器・ＯＡ機器／情報処理／通信／インターネット関連,4.43,事業内容の理解,4.45,5daysインターンシップ,5日～1週間程度,12月随時、1月随時、2月随時(東京)、12月随時、1月随時、2月随時(大阪),1月31日,【10月開催】IT業界への理解が深まる1DAYイベント・5daysインターン予約受付中！
/2026/company/r247192097/internship/,綜合警備保障株式会社（Ｒ＆Ｄ職）,東京,安全・セキュリティ産業／インターネット関連／リース・レンタル／航空／設備・設備工事関連,N/A,N/A,N/A,コミュニケーションスキルを磨く【就活支援型】,1日,11月随時、1月随時(東京)、12月随時(大阪)、10月随時(WEB),1月24日,We need Expertise　～ALSOKは、新しい「安心」を探求する専門性を求めている～
/2026/company/r932410036/internship/,株式会社東栄住宅,東京,住宅／不動産／建設／建築設計,N/A,N/A,N/A,営業職・施工管理職について詳しく！職種解説セミナー,1日,10月随時、11月随時、12月随時(WEB),12月30日,営業職・施工管理職の業務内容が詳しくわかる！職種解説セミナー
/2026/company/r754900059/internship/,株式会社ウィルウェイ（馬渕教育グループ）,大阪、愛知,教育関連／商社（教育関連）／出版／コンサルタント・専門コンサルタント,N/A,N/A,N/A,1day仕事体験FirstStage成長企業である会社のヒミツ編,1日,11/15(愛知)、10/25、11/9、2月上旬(大阪),1月31日,成長企業である会社のヒミツ！
/2026/company/r139800000/internship/,株式会社プロフェッショナル・ネットワークス,東京,ソフトウェア／情報処理／インターネット関連／通信／その他サービス,N/A,N/A,N/A,【初心者向け】技術職体験,1日,10月随時、11月随時(東京)、10月随時、11月随時(WEB),10月30日,★“プロネッツ”のオープン・カンパニー★
/2026/company/r374700076/internship/,株式会社ノジマ,神奈川,専門店（家電・事務機器・カメラ）／通信／インターネット関連／商社（電機・電子・半導体）／家電・ＡＶ機器,4.49,事業内容の理解,4.55,先着順・選考なし☆NOJIMA 2026　社風体感セミナー☆,1日,10月随時(神奈川),10月30日,■　NOJIMA 2026　■
/2026/company/r815500098/internship/,三井住友トラスト・システム＆サービス株式会社,東京,ソフトウェア／情報処理／インターネット関連／コンサルタント・専門コンサルタント／都市銀行・信託銀行,4.60,業界の理解,4.68,先着順・選考なし【金融系SEの仕事】（まずはこちら）,1日,10月随時、11月随時、12月随時(東京)、10月随時、11月随時、12月随時(大阪)、10月随時、11月随時、12月随時(WEB),12月30日,文理不問！未経験者歓迎！【体感しよう金融系SEの仕事】オープン・カンパニー
/2026/company/r416500086/internship/,日産販売会社グループ,神奈川,商社（自動車・輸送機器）／自動車／専門店（自動車関連）／コンサルタント・専門コンサルタント,4.89,事業内容の理解,4.97,【秋】日産販売会社グループ オープン・カンパニー１,1日,2月随時(北海道)、2月随時(青森)、2月随時(岩手)、2月随時(宮城)、2月随時(秋田)、2月随時(山形)、2月随時(福島)、2月随時(茨城)、2月随時(栃木)、2月随時(群馬),2月28日,好きな街で、あなたの顔が「日産の顔」になります！
/2026/company/r188500009/internship/,日本電子計算株式会社,東京,情報処理／ソフトウェア／インターネット関連,N/A,N/A,N/A,【WEB開催】オープンカンパニー＆仕事体験１,1日,10月随時(WEB),10月30日,SIerのITソリューションを学ぼう！ITに初めて触れる方も歓迎！
/2026/company/r195200034/internship/,アズワン株式会社,大阪,商社（総合）／商社（機械）／商社（医療機器）／半導体・電子部品・その他／医療機器,4.61,人事とのやりとり,4.39,革新への挑戦！ビジネスアイデア確立プログラム,1日,10月随時、11月随時、12月随時、1月随時(WEB),1月20日,革新への挑戦！ビジネスアイデア確立プログラム
/2026/company/r533010009/internship/,アースサポート株式会社,東京,福祉・介護／医療関連・医療機関／スポーツ・フィットネス・ヘルス関連施設／その他サービス,N/A,N/A,N/A,Realize！（ゲーム形式で業界を研究しよう☆WEB,1日,11月随時、12月随時(東京)、11月随時、12月随時(大阪)、10月随時、11月随時、12月随時、1月随時(WEB),1月31日,【WEB開催】タイプ別！活躍できる仕事が見つかる1dayプログラム！
/2026/company/r197500028/internship/,日本建設工業株式会社,東京,プラント・エンジニアリング／建設／設備・設備工事関連／機械／重電・産業用電気機器,N/A,N/A,N/A,【WEB】火力事業部の仕事を紹介♪,1日,10月随時、11月随時(東京),11月30日,先着順・文理不問：発電所の安定稼働を担う！電力・建設業界がわかるプログラム
/2026/company/r429200019/internship/,株式会社アルトナー,神奈川、大阪,半導体・電子部品・その他／機械設計／自動車／医療機器／情報処理,4.26,業界の理解,4.49,選べる！設計・開発エンジニア3daysコース,2、3日程度,10月随時、11月随時、12月随時(WEB),12月31日,★設計開発の仕事を志望する理系学生、必見！★
/2026/company/r558600084/internship/,株式会社南日本情報処理センター,鹿児島,ソフトウェア／インターネット関連／情報処理／通信／コンサルタント・専門コンサルタント,4.87,人事とのやりとり,4.87,※先着順・選考なし90分オープン・カンパニー,1日,10月随時、11月随時、12月随時(WEB),12月17日,【秋冬企画！】南九州最大のICT企業！1Day仕事体験とオープン・カンパニー開催！
/2026/company/r157400014/internship/,株式会社中央エンジニアリング,東京,機械／輸送機器／総合電機（電気・電子機器）／精密機器／機械設計,N/A,N/A,N/A,WEB開催　二足歩行ロボット構想設計プロジェクト体験,1日,12月随時(WEB),11月30日,二足歩行ロボットを使った『構想設計』1DAY仕事体験
/2026/company/r508400072/internship/,中菱エンジニアリング株式会社,愛知,輸送機器／航空／機械設計／総合電機（電気・電子機器）／機械,4.75,業界の理解,4.69,秋オンラインセミナー,1日,10/23、10/24、10/25、10/31、11/1(WEB),10月25日,#わいわいガヤガヤ#エンジニア
/2026/company/r451951060/internship/,株式会社ロイヤリティ マーケティング,東京,インターネット関連／広告／ソフトウェア／コンサルタント・専門コンサルタント／情報処理,N/A,N/A,N/A,【アナリスト登壇】1億会員を持つLMでの仕事に迫る,1日,11/1(東京),10月31日,【データアナリスト登壇】1億会員基盤を持つLMでのデータアナリストの仕事に迫る
